																					Class	1	1	1	1	1
																					File type	Sample	Sample	Sample	Sample	Sample
																					Injection order	1	2	3	4	5
Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Formula	Ontology	INCHIKEY	SMILES	Comment	Isotope tracking parent ID	Isotope tracking weight number	Weighted dot product	Reverse dot product	Matched peaks percentage	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	20260402_RBeta_DDA_1	20260402_RBeta_DDA_2	20260402_RBeta_DDA_3	20260402_RBeta_DDA_4	20260402_RBeta_DDA_5
1	12.086	100.07573	Unknown	[M+H]+	null	0.20	True	null	null	null	null	Normalized unit: Intensity	1	0	null	null	null	3.39	20260402_RBeta_DDA_2	100.07573:22570 101.08040:1539 102.08506:0	40.49516:7673 40.59372:21 40.70648:13 40.74437:25 40.96002:57 40.99507:253 41.03955:714 41.25152:6 42.03484:45912 42.19484:5 42.23023:19 42.26551:8 42.29122:8 42.31671:17 42.35050:9 42.37265:5 42.38954:13 42.41432:20 42.42571:19 42.45125:7 42.48580:18 42.53887:7 42.55904:7 42.58680:6 42.60236:9 42.65604:37 42.69521:11 42.73696:13 42.75625:6 42.79205:5 42.87022:12 43.01911:2064 43.03373:1411 43.05301:1096 43.14160:5 43.30513:5 43.48491:5 44.01432:63 44.05155:546 45.03351:159 45.77184:21 46.04018:53 46.06667:319 46.78425:9 47.06435:68 47.80059:5 48.60138:8 54.49585:110 55.02003:17 55.05422:355 56.05130:582 56.28607:14 56.50587:9 56.96542:627 57.02812:39 57.05309:136 57.44540:12 57.96765:13 58.02958:12579 58.16205:34 58.22002:10 58.39111:12 58.47174:11 58.53135:31 58.60160:7 58.98582:11 59.05428:488 59.12506:15 59.16043:8 60.04499:2327 61.00454:24 61.03853:222 62.06204:23 65.03238:35 65.09445:6 65.95676:7 67.04035:261 68.04725:36 68.96394:6 69.03453:3175 70.03865:153 70.06445:364 71.05212:272 71.10752:13 71.92790:55 72.04349:25 72.08292:217 72.14850:7 72.52891:11 74.09661:489 74.57913:10 75.09963:23 80.04623:140 81.68085:6 82.06282:343 83.08454:12 84.04256:53 84.31121:8 86.07747:88 86.15282:5 94.15778:7 95.19116:9 96.30351:6 98.05924:647 98.17351:5 100.07551:22292 100.28079:35 100.32171:41 100.41406:24 100.45821:6 100.51043:7 100.55496:9 100.60957:13 100.65445:11 100.67691:20 100.75068:7 100.84503:14 100.86591:8 101.07922:2082 101.35169:6 101.48401:9 101.50251:12 101.53535:25 101.66054:26 101.68499:18 102.03876:10 102.08168:86 102.12779:714 103.12522:12 103.22407:6	TRUE	TRUE	TRUE	TRUE	TRUE
4	10.651	100.07587	Unknown	[M+H]+	null	1.00	True	null	null	null	null	Normalized unit: Intensity	4	0	null	null	null	4.43	20260402_RBeta_DDA_1	100.07587:27907 101.08054:2263 102.08521:0	40.49508:8974 40.60072:7 40.68363:9 40.72938:7 40.81561:19 40.85375:12 40.94600:14 40.99469:270 41.03949:1088 41.12194:16 41.49082:108 42.03488:54177 42.23058:13 42.28787:24 42.31497:14 42.33524:23 42.36593:8 42.38623:18 42.40696:16 42.45524:9 42.48905:9 42.51756:24 42.53794:14 42.55633:17 42.63108:59 42.71806:14 42.73667:8 42.76871:28 42.82450:8 42.94688:16 42.98906:14 43.01904:2199 43.03617:2051 43.05331:1628 43.16354:26 43.19027:15 43.41081:6 43.44795:6 43.50299:6 43.79906:11 44.01152:93 44.05165:910 45.03355:403 46.06746:450 46.50725:118 47.06821:22 47.63221:9 49.23886:6 49.49552:113 53.51827:57 54.49692:176 55.05356:256 55.48951:58 55.61093:10 56.00601:16 56.05088:79 56.33274:8 56.96477:364 57.05373:123 58.02934:16276 58.06132:3280 58.18250:8 58.23164:15 58.29114:30 58.30961:21 58.32251:16 58.34937:8 58.36393:10 58.39391:9 58.51748:9 58.55147:9 58.66007:12 58.81366:12 58.87670:6 58.96927:175 59.04090:751 59.32853:9 60.04486:2180 60.35422:10 60.72374:9 60.95924:40 61.03777:833 61.27712:15 63.43947:9 65.95895:28 67.04410:159 68.04791:53 69.03416:3702 69.71408:9 70.03652:176 70.06355:500 71.04767:442 71.33000:8 72.04441:33 72.07936:729 72.19874:7 72.47916:7 72.82212:7 73.07974:45 74.05631:42 74.09822:702 75.31494:6 77.11804:7 82.06441:960 82.25732:10 83.06935:35 84.07471:66 86.05607:18 89.92755:25 91.44204:6 95.08757:9 98.05987:791 98.76143:18 99.05985:101 99.12638:7 99.73414:10 100.07557:29063 100.28093:16 100.37730:57 100.43784:47 100.53207:19 100.62774:7 100.67980:33 100.73117:8 100.87337:13 101.02498:19 101.07831:1737 101.19207:24 101.24464:10 101.26744:23 101.42181:13 101.75158:13 101.84952:11 102.07779:175 102.12717:1236 102.26999:8 102.36384:6 102.65254:6 103.12231:31 103.52409:13	TRUE	FALSE	FALSE	FALSE	FALSE
9	11.487	100.07621	Unknown	[M+H]+	null	1.00	True	null	null	null	null	Normalized unit: Intensity	9	0	null	null	null	5.29	20260402_RBeta_DDA_1	100.07621:27430 101.08088:2082 102.08555:0	40.49535:10289 40.68948:11 40.72407:8 40.76471:11 40.83119:9 40.99619:454 41.03892:1779 41.23236:9 41.26909:26 41.28503:9 41.49402:158 41.71762:15 42.00972:54 42.03476:57283 42.23764:40 42.29378:36 42.31724:14 42.33786:32 42.35697:48 42.37986:15 42.40794:18 42.44574:10 42.48529:9 42.53882:8 42.58037:17 42.60309:12 42.65240:30 42.76220:8 42.89771:12 42.94041:6 43.03244:1708 43.10315:12 43.17432:9 43.32081:9 43.38852:13 44.01374:119 44.05076:902 45.03545:154 46.02961:107 46.06638:584 47.06967:68 48.75009:7 50.69637:13 54.49825:152 54.74297:7 55.05447:187 55.19923:6 56.05026:253 56.55326:11 56.76240:18 56.96479:603 57.05710:154 58.02937:14111 58.06160:3044 58.15238:27 58.16884:22 58.19082:23 58.20729:10 58.26120:12 58.28698:30 58.33617:9 58.38170:25 58.47613:13 58.58285:8 58.62416:11 58.88903:15 59.05299:812 59.77598:18 60.04402:2696 60.98938:32 61.03707:178 61.25120:10 61.68025:7 67.04170:162 67.34123:7 67.38438:10 69.03388:2919 69.52036:6 69.60770:10 69.71169:6 70.03658:331 70.06352:399 70.58334:8 70.75297:10 71.04690:215 72.03742:31 72.07945:556 73.08553:89 73.31634:8 74.09622:1333 74.28297:9 74.36063:8 75.93724:12 80.05217:60 81.02560:40 82.06492:688 82.49972:20 83.07023:103 84.07925:28 86.09766:21 90.91928:19 98.05985:875 98.30543:17 98.42441:13 98.56895:13 98.79025:11 99.05530:47 100.07553:24743 100.23784:12 100.26059:15 100.29922:6 100.35278:10 100.38698:15 100.42188:28 100.48528:34 100.56264:10 100.59790:44 100.66568:12 100.79974:8 100.86758:9 101.07948:2417 101.44089:9 101.58976:9 102.08449:254 102.12798:1463 103.12951:225 103.52388:40	TRUE	FALSE	FALSE	FALSE	FALSE
21	0.560	102.03383	Unknown	[M+H]+	null	0.20	True	null	null	null	null	Normalized unit: Intensity	21	0	null	null	null	25.78	20260402_RBeta_DDA_4	102.03383:22507 103.03850:1276 104.04316:0	40.24683:5 40.40448:17 40.49508:18642 40.60111:5 40.61906:13 40.65381:17 40.74694:12 40.77178:20 40.81872:13 40.83214:20 40.87090:5 40.90504:23 40.99764:485 41.22484:10 41.51145:1760 41.57986:8 41.60391:9 41.72537:5 41.79981:11 41.87492:13 42.01351:208 42.03455:1793 42.21773:28 42.28598:9 42.49203:914 42.98296:80 43.01970:513 44.01540:16 44.04705:126 45.03061:34 46.50992:5818 46.62639:10 46.72118:12 46.84813:6 47.00937:1049 47.17849:15 47.50774:1207 47.63534:8 48.11310:8 49.41060:13 49.49544:54 49.98756:665 50.22854:12 50.39344:6 50.98750:311 51.98846:178 52.17116:10 52.51509:121 53.01928:3729 53.09954:12 53.16411:6 53.52236:575 54.01775:1373 54.13946:9 54.15109:6 54.27854:7 54.31277:9 54.38998:6 54.46806:14 54.49983:572 54.86769:5 55.31308:15 55.98010:32 56.01454:147 56.04459:37 56.50740:114 56.68823:38 56.96501:1382 57.03269:43 57.05736:127 57.10684:7 58.06668:32 60.07959:124 60.51203:780 60.74684:6 60.96206:8 60.98844:99 61.01388:235 61.16824:11 61.91160:10 62.02377:255 62.52581:76 63.01991:36 64.00153:50 65.96529:222 66.01652:125 66.72295:5 67.01697:131 67.08655:5 67.43392:8 68.98237:2054 69.17473:8 69.39626:5 69.98939:74 71.13006:6 74.28048:6 80.03371:86 81.03126:241 82.01298:558 83.02214:113 84.01974:46 84.91234:45 84.96113:118 85.04780:51 86.05643:77 86.98935:45 87.04288:21 89.06911:21 90.82833:9 91.01509:1645 92.01448:220 93.00924:460 100.04284:7 104.10466:31 105.63076:65	TRUE	TRUE	TRUE	TRUE	TRUE
25	11.533	102.03499	Unknown	[M+H]+	null	0.20	True	null	null	null	null	Normalized unit: Intensity	25	0	null	null	null	5.30	20260402_RBeta_DDA_4	102.03500:22204 103.03966:0 104.04433:0	40.42420:51 40.49500:8110 40.63047:5 40.75150:7 40.76645:15 40.78631:7 40.99569:171 41.04262:236 41.09171:6 41.17381:24 41.23635:9 41.49154:185 42.03486:14191 42.13211:14 42.21951:17 42.34701:5 42.38806:8 42.43959:10 42.49263:269 42.66557:14 43.03501:1222 43.18269:9 43.29315:7 43.39508:9 44.01177:133 44.05356:246 44.92254:14 45.03430:456 46.06500:486 51.02459:89 54.49744:86 55.05021:50 56.96642:443 57.03226:189 57.06461:54 58.02792:91 58.06539:744 59.03161:272 59.06317:86 60.04459:957 60.71679:22 61.03841:658 61.14877:12 61.33130:8 61.63792:5 69.03506:286 70.03861:49 72.07944:136 74.05818:49 74.09561:389 75.41736:9 77.03602:120 81.02983:8 81.94248:43 83.06178:21 84.04057:65 85.02973:24 85.08243:6 87.04287:210 87.10015:12 101.07649:510 101.78600:8 102.07824:137 102.12698:574 102.66409:15 102.76278:5 103.07547:54 104.10483:74 106.43766:11	TRUE	TRUE	TRUE	TRUE	TRUE
26	16.503	102.12798	Unknown	[M+H]+	null	0.40	True	null	null	null	null	Normalized unit: Intensity	26	0	null	null	null	9.43	20260402_RBeta_DDA_2	102.12798:9311 103.13264:1669 104.13731:0	41.03744:61 43.01469:70 43.05225:48 44.02185:20 44.04859:328 45.03314:214 45.05170:89 46.06563:1014 47.21756:7 58.06563:2457 58.13864:10 58.17763:18 59.06799:226 60.08312:86 61.04690:33 66.61943:7 69.02609:131 69.71688:30 72.08112:695 73.07487:41 73.71919:18 74.09698:1394 74.44950:5 74.72897:9 86.09869:91 95.80059:6 101.10633:74 102.12674:3112 102.28816:9 102.37843:27 102.42072:7 102.64814:6 102.67610:6 102.96213:11 103.06786:5 103.13162:167 104.10230:117	TRUE	TRUE	TRUE	FALSE	TRUE
30	2.383	104.10564	Unknown	[M+H]+	null	0.20	True	null	null	null	null	Normalized unit: Intensity	30	0	null	null	null	6.92	20260402_RBeta_DDA_2	104.10564:11229 105.11031:425 106.11498:0	41.03911:539 41.99333:115 42.03465:224 42.49035:304 43.01859:565 43.18442:9 43.20975:5 43.35046:12 43.95155:65 44.05129:165 44.99692:56 45.03461:1757 45.17157:11 45.20064:5 45.26654:5 45.74963:20 45.82890:15 46.03380:22 47.03572:28 53.03600:65 54.14773:8 55.93609:27 58.06560:825 58.33321:13 59.07348:274 59.85749:22 60.04480:1183 60.08087:1782 61.04556:44 61.15098:5 61.31436:15 68.04452:44 69.03503:701 69.93191:5 70.03554:82 70.06607:42 77.25020:17 79.04961:21 79.24008:5 81.92876:20 85.94473:20 86.06059:74 86.90512:71 87.04501:596 96.95241:61 104.10783:952 104.25170:8 105.07111:47 105.10843:171 108.08650:38	TRUE	TRUE	TRUE	TRUE	TRUE
